code	name
X89.00	Kodu (sportlik tegevus)
X89.01	Kodu (puhke- ja vaba aja tegevus)
X89.02	Kodu (töötamine tasu eest, teenistus)
X89.03	Kodu (muu töö ja tegevus)
X89.04	Kodu (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.08	Kodu (muu täpsustatud tegevusega)
X89.09	Kodu (muu täpsustamata tegevus)
X89.1	Elamisasutus
X89.10	Elamisasutus (sportlik tegevus)
X89.11	Elamisasutus (puhke- ja vaba aja tegevus)
X89.12	Elamisasutus (töötamine tasu eest, teenistus)
X89.13	Elamisasutus (muu töö ja tegevus)
X89.14	Elamisasutus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.18	Elamisasutus (muu täpsustatud tegevusega)
X89.19	Elamisasutus (muu täpsustamata tegevus)
X89.2	Kool, muu asutus ja avalik administratiivpiirkond
X89.20	Kool, muu asutus ja avalik administratiivpiirkond (sportlik tegevus)
X89.21	Kool, muu asutus ja avalik administratiivpiirkond (puhke- ja vaba aja tegevus)
X89.22	Kool, muu asutus ja avalik administratiivpiirkond (töötamine tasu eest, teenistus)
X89.23	Kool, muu asutus ja avalik administratiivpiirkond (muu töö ja tegevus)
X89.24	Kool, muu asutus ja avalik administratiivpiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.28	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustatud tegevusega)
X89.29	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustamata tegevus)
X89.3	Spordi- ja kehakultuuriväljakud [asutused]
X89.30	Spordi- ja kehakultuuriväljakud [asutused] (sportlik tegevus)
X89.31	Spordi- ja kehakultuuriväljakud [asutused] (puhke- ja vaba aja tegevus)
X89.32	Spordi- ja kehakultuuriväljakud [asutused] (töötamine tasu eest, teenistus)
X89.33	Spordi- ja kehakultuuriväljakud [asutused] (muu töö ja tegevus)
X89.34	Spordi- ja kehakultuuriväljakud [asutused] (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.38	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustatud tegevusega)
X89.39	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustamata tegevus)
X89.4	Tänav ja [maan]tee
X89.40	Tänav ja [maan]tee (sportlik tegevus)
X89.41	Tänav ja [maan]tee (puhke- ja vaba aja tegevus)
X89.42	Tänav ja [maan]tee (töötamine tasu eest, teenistus)
X89.43	Tänav ja [maan]tee (muu töö ja tegevus)
X89.44	Tänav ja [maan]tee (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.48	Tänav ja [maan]tee (muu täpsustatud tegevusega)
X89.49	Tänav ja [maan]tee (muu täpsustamata tegevus)
X89.5	Kaubanduse ja teeninduse piirkond
X89.50	Kaubanduse ja teeninduse piirkond (sportlik tegevus)
X89.51	Kaubanduse ja teeninduse piirkond (puhke- ja vaba aja tegevus)
X89.52	Kaubanduse ja teeninduse piirkond (töötamine tasu eest, teenistus)
X89.53	Kaubanduse ja teeninduse piirkond (muu töö ja tegevus)
X89.54	Kaubanduse ja teeninduse piirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.58	Kaubanduse ja teeninduse piirkond (muu täpsustatud tegevusega)
X89.59	Kaubanduse ja teeninduse piirkond (muu täpsustamata tegevus)
X89.6	Tööstus- ja ehituspiirkond
X89.60	Tööstus- ja ehituspiirkond (sportlik tegevus)
X89.61	Tööstus- ja ehituspiirkond (puhke- ja vaba aja tegevus)
X89.62	Tööstus- ja ehituspiirkond (töötamine tasu eest, teenistus)
X89.63	Tööstus- ja ehituspiirkond (muu töö ja tegevus)
X89.64	Tööstus- ja ehituspiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.68	Tööstus- ja ehituspiirkond (muu täpsustatud tegevusega)
X89.69	Tööstus- ja ehituspiirkond (muu täpsustamata tegevus)
X89.7	Talumajapidamine
X89.70	Talumajapidamine (sportlik tegevus)
X89.71	Talumajapidamine (puhke- ja vaba aja tegevus)
X89.72	Talumajapidamine (töötamine tasu eest, teenistus)
X89.73	Talumajapidamine (muu töö ja tegevus)
X89.74	Talumajapidamine (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.78	Talumajapidamine (muu täpsustatud tegevusega)
X89.79	Talumajapidamine (muu täpsustamata tegevus)
X89.8	Muud ja täpsustatud kohad
X89.80	Muud ja täpsustatud kohad (sportlik tegevus)
X89.81	Muud ja täpsustatud kohad (puhke- ja vaba aja tegevus)
X89.82	Muud ja täpsustatud kohad (töötamine tasu eest, teenistus)
X89.83	Muud ja täpsustatud kohad (muu töö ja tegevus)
X89.84	Muud ja täpsustatud kohad (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.88	Muud ja täpsustatud kohad (muu täpsustatud tegevusega)
X89.89	Muud ja täpsustatud kohad (muu täpsustamata tegevus)
X89.9	Täpsustamata paik
X89.90	Täpsustamata paik (sportlik tegevus)
X89.91	Täpsustamata paik (puhke- ja vaba aja tegevus)
X89.92	Täpsustamata paik (töötamine tasu eest, teenistus)
X89.93	Täpsustamata paik (muu töö ja tegevus)
X89.94	Täpsustamata paik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X89.98	Täpsustamata paik (muu täpsustatud tegevusega)
X89.99	Täpsustamata paik (muu täpsustamata tegevus)
X90	Rünne täpsustamata kemikaalide või kahjulike ainetega
X90.0	Kodu
X90.00	Kodu (sportlik tegevus)
X90.01	Kodu (puhke- ja vaba aja tegevus)
X90.02	Kodu (töötamine tasu eest, teenistus)
X90.03	Kodu (muu töö ja tegevus)
X90.04	Kodu (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.08	Kodu (muu täpsustatud tegevusega)
X90.09	Kodu (muu täpsustamata tegevus)
X90.1	Elamisasutus
X90.10	Elamisasutus (sportlik tegevus)
X90.11	Elamisasutus (puhke- ja vaba aja tegevus)
X90.12	Elamisasutus (töötamine tasu eest, teenistus)
X90.13	Elamisasutus (muu töö ja tegevus)
X90.14	Elamisasutus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.18	Elamisasutus (muu täpsustatud tegevusega)
X90.19	Elamisasutus (muu täpsustamata tegevus)
X90.2	Kool, muu asutus ja avalik administratiivpiirkond
X90.20	Kool, muu asutus ja avalik administratiivpiirkond (sportlik tegevus)
X90.21	Kool, muu asutus ja avalik administratiivpiirkond (puhke- ja vaba aja tegevus)
X90.22	Kool, muu asutus ja avalik administratiivpiirkond (töötamine tasu eest, teenistus)
X90.23	Kool, muu asutus ja avalik administratiivpiirkond (muu töö ja tegevus)
X90.24	Kool, muu asutus ja avalik administratiivpiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.28	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustatud tegevusega)
X90.29	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustamata tegevus)
X90.3	Spordi- ja kehakultuuriväljakud [asutused]
X90.30	Spordi- ja kehakultuuriväljakud [asutused] (sportlik tegevus)
X90.31	Spordi- ja kehakultuuriväljakud [asutused] (puhke- ja vaba aja tegevus)
X90.32	Spordi- ja kehakultuuriväljakud [asutused] (töötamine tasu eest, teenistus)
X90.33	Spordi- ja kehakultuuriväljakud [asutused] (muu töö ja tegevus)
X90.34	Spordi- ja kehakultuuriväljakud [asutused] (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.38	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustatud tegevusega)
X90.39	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustamata tegevus)
X90.4	Tänav ja [maan]tee
X90.40	Tänav ja [maan]tee (sportlik tegevus)
X90.41	Tänav ja [maan]tee (puhke- ja vaba aja tegevus)
X90.42	Tänav ja [maan]tee (töötamine tasu eest, teenistus)
X90.43	Tänav ja [maan]tee (muu töö ja tegevus)
X90.44	Tänav ja [maan]tee (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.48	Tänav ja [maan]tee (muu täpsustatud tegevusega)
X90.49	Tänav ja [maan]tee (muu täpsustamata tegevus)
X90.5	Kaubanduse ja teeninduse piirkond
X90.50	Kaubanduse ja teeninduse piirkond (sportlik tegevus)
X90.51	Kaubanduse ja teeninduse piirkond (puhke- ja vaba aja tegevus)
X90.52	Kaubanduse ja teeninduse piirkond (töötamine tasu eest, teenistus)
X90.53	Kaubanduse ja teeninduse piirkond (muu töö ja tegevus)
X90.54	Kaubanduse ja teeninduse piirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.58	Kaubanduse ja teeninduse piirkond (muu täpsustatud tegevusega)
X90.59	Kaubanduse ja teeninduse piirkond (muu täpsustamata tegevus)
X90.6	Tööstus- ja ehituspiirkond
X90.60	Tööstus- ja ehituspiirkond (sportlik tegevus)
X90.61	Tööstus- ja ehituspiirkond (puhke- ja vaba aja tegevus)
X90.62	Tööstus- ja ehituspiirkond (töötamine tasu eest, teenistus)
X90.63	Tööstus- ja ehituspiirkond (muu töö ja tegevus)
X90.64	Tööstus- ja ehituspiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.68	Tööstus- ja ehituspiirkond (muu täpsustatud tegevusega)
X90.69	Tööstus- ja ehituspiirkond (muu täpsustamata tegevus)
X90.7	Talumajapidamine
X90.70	Talumajapidamine (sportlik tegevus)
X90.71	Talumajapidamine (puhke- ja vaba aja tegevus)
X90.72	Talumajapidamine (töötamine tasu eest, teenistus)
X90.73	Talumajapidamine (muu töö ja tegevus)
X90.74	Talumajapidamine (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.78	Talumajapidamine (muu täpsustatud tegevusega)
X90.79	Talumajapidamine (muu täpsustamata tegevus)
X90.8	Muud ja täpsustatud kohad
X90.80	Muud ja täpsustatud kohad (sportlik tegevus)
X90.81	Muud ja täpsustatud kohad (puhke- ja vaba aja tegevus)
X90.82	Muud ja täpsustatud kohad (töötamine tasu eest, teenistus)
X90.83	Muud ja täpsustatud kohad (muu töö ja tegevus)
X90.84	Muud ja täpsustatud kohad (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.88	Muud ja täpsustatud kohad (muu täpsustatud tegevusega)
X90.89	Muud ja täpsustatud kohad (muu täpsustamata tegevus)
X90.9	Täpsustamata paik
X90.90	Täpsustamata paik (sportlik tegevus)
X90.91	Täpsustamata paik (puhke- ja vaba aja tegevus)
X90.92	Täpsustamata paik (töötamine tasu eest, teenistus)
X90.93	Täpsustamata paik (muu töö ja tegevus)
X90.94	Täpsustamata paik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X90.98	Täpsustamata paik (muu täpsustatud tegevusega)
X90.99	Täpsustamata paik (muu täpsustamata tegevus)
X91	Rünne poomise, kägistamise või lämmatamisega
X91.0	Kodu
X91.00	Kodu (sportlik tegevus)
X91.01	Kodu (puhke- ja vaba aja tegevus)
X91.02	Kodu (töötamine tasu eest, teenistus)
X91.03	Kodu (muu töö ja tegevus)
X91.04	Kodu (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.08	Kodu (muu täpsustatud tegevusega)
X91.09	Kodu (muu täpsustamata tegevus)
X91.1	Elamisasutus
X91.10	Elamisasutus (sportlik tegevus)
X91.11	Elamisasutus (puhke- ja vaba aja tegevus)
X91.12	Elamisasutus (töötamine tasu eest, teenistus)
X91.13	Elamisasutus (muu töö ja tegevus)
X91.14	Elamisasutus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.18	Elamisasutus (muu täpsustatud tegevusega)
X91.19	Elamisasutus (muu täpsustamata tegevus)
X91.2	Kool, muu asutus ja avalik administratiivpiirkond
X91.20	Kool, muu asutus ja avalik administratiivpiirkond (sportlik tegevus)
X91.21	Kool, muu asutus ja avalik administratiivpiirkond (puhke- ja vaba aja tegevus)
X91.22	Kool, muu asutus ja avalik administratiivpiirkond (töötamine tasu eest, teenistus)
X91.23	Kool, muu asutus ja avalik administratiivpiirkond (muu töö ja tegevus)
X91.24	Kool, muu asutus ja avalik administratiivpiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.28	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustatud tegevusega)
X91.29	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustamata tegevus)
X91.3	Spordi- ja kehakultuuriväljakud [asutused]
X91.30	Spordi- ja kehakultuuriväljakud [asutused] (sportlik tegevus)
X91.31	Spordi- ja kehakultuuriväljakud [asutused] (puhke- ja vaba aja tegevus)
X91.32	Spordi- ja kehakultuuriväljakud [asutused] (töötamine tasu eest, teenistus)
X91.33	Spordi- ja kehakultuuriväljakud [asutused] (muu töö ja tegevus)
X91.34	Spordi- ja kehakultuuriväljakud [asutused] (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.38	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustatud tegevusega)
X91.39	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustamata tegevus)
X91.4	Tänav ja [maan]tee
X91.40	Tänav ja [maan]tee (sportlik tegevus)
X91.41	Tänav ja [maan]tee (puhke- ja vaba aja tegevus)
X91.42	Tänav ja [maan]tee (töötamine tasu eest, teenistus)
X91.43	Tänav ja [maan]tee (muu töö ja tegevus)
X91.44	Tänav ja [maan]tee (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.48	Tänav ja [maan]tee (muu täpsustatud tegevusega)
X91.49	Tänav ja [maan]tee (muu täpsustamata tegevus)
X91.5	Kaubanduse ja teeninduse piirkond
X91.50	Kaubanduse ja teeninduse piirkond (sportlik tegevus)
X91.51	Kaubanduse ja teeninduse piirkond (puhke- ja vaba aja tegevus)
X91.52	Kaubanduse ja teeninduse piirkond (töötamine tasu eest, teenistus)
X91.53	Kaubanduse ja teeninduse piirkond (muu töö ja tegevus)
X91.54	Kaubanduse ja teeninduse piirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.58	Kaubanduse ja teeninduse piirkond (muu täpsustatud tegevusega)
X91.59	Kaubanduse ja teeninduse piirkond (muu täpsustamata tegevus)
X91.6	Tööstus- ja ehituspiirkond
X91.60	Tööstus- ja ehituspiirkond (sportlik tegevus)
X91.61	Tööstus- ja ehituspiirkond (puhke- ja vaba aja tegevus)
X91.62	Tööstus- ja ehituspiirkond (töötamine tasu eest, teenistus)
X91.63	Tööstus- ja ehituspiirkond (muu töö ja tegevus)
X91.64	Tööstus- ja ehituspiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.68	Tööstus- ja ehituspiirkond (muu täpsustatud tegevusega)
X91.69	Tööstus- ja ehituspiirkond (muu täpsustamata tegevus)
X91.7	Talumajapidamine
X91.70	Talumajapidamine (sportlik tegevus)
X91.71	Talumajapidamine (puhke- ja vaba aja tegevus)
X91.72	Talumajapidamine (töötamine tasu eest, teenistus)
X91.73	Talumajapidamine (muu töö ja tegevus)
X91.74	Talumajapidamine (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.78	Talumajapidamine (muu täpsustatud tegevusega)
X91.79	Talumajapidamine (muu täpsustamata tegevus)
X91.8	Muud ja täpsustatud kohad
X91.80	Muud ja täpsustatud kohad (sportlik tegevus)
X91.81	Muud ja täpsustatud kohad (puhke- ja vaba aja tegevus)
X91.82	Muud ja täpsustatud kohad (töötamine tasu eest, teenistus)
X91.83	Muud ja täpsustatud kohad (muu töö ja tegevus)
X91.84	Muud ja täpsustatud kohad (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.88	Muud ja täpsustatud kohad (muu täpsustatud tegevusega)
X91.89	Muud ja täpsustatud kohad (muu täpsustamata tegevus)
X91.9	Täpsustamata paik
X91.90	Täpsustamata paik (sportlik tegevus)
X91.91	Täpsustamata paik (puhke- ja vaba aja tegevus)
X91.92	Täpsustamata paik (töötamine tasu eest, teenistus)
X91.93	Täpsustamata paik (muu töö ja tegevus)
X91.94	Täpsustamata paik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X91.98	Täpsustamata paik (muu täpsustatud tegevusega)
X91.99	Täpsustamata paik (muu täpsustamata tegevus)
X92	Rünne uputamise ja vee alla vajutamisega
X92.0	Kodu
X92.00	Kodu (sportlik tegevus)
X92.01	Kodu (puhke- ja vaba aja tegevus)
X92.02	Kodu (töötamine tasu eest, teenistus)
X92.03	Kodu (muu töö ja tegevus)
X92.04	Kodu (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.08	Kodu (muu täpsustatud tegevusega)
X92.09	Kodu (muu täpsustamata tegevus)
X92.1	Elamisasutus
X92.10	Elamisasutus (sportlik tegevus)
X92.11	Elamisasutus (puhke- ja vaba aja tegevus)
X92.12	Elamisasutus (töötamine tasu eest, teenistus)
X92.13	Elamisasutus (muu töö ja tegevus)
X92.14	Elamisasutus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.18	Elamisasutus (muu täpsustatud tegevusega)
X92.19	Elamisasutus (muu täpsustamata tegevus)
X92.2	Kool, muu asutus ja avalik administratiivpiirkond
X92.20	Kool, muu asutus ja avalik administratiivpiirkond (sportlik tegevus)
X92.21	Kool, muu asutus ja avalik administratiivpiirkond (puhke- ja vaba aja tegevus)
X92.22	Kool, muu asutus ja avalik administratiivpiirkond (töötamine tasu eest, teenistus)
X92.23	Kool, muu asutus ja avalik administratiivpiirkond (muu töö ja tegevus)
X92.24	Kool, muu asutus ja avalik administratiivpiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.28	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustatud tegevusega)
X92.29	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustamata tegevus)
X92.3	Spordi- ja kehakultuuriväljakud [asutused]
X92.30	Spordi- ja kehakultuuriväljakud [asutused] (sportlik tegevus)
X92.31	Spordi- ja kehakultuuriväljakud [asutused] (puhke- ja vaba aja tegevus)
X92.32	Spordi- ja kehakultuuriväljakud [asutused] (töötamine tasu eest, teenistus)
X92.33	Spordi- ja kehakultuuriväljakud [asutused] (muu töö ja tegevus)
X92.34	Spordi- ja kehakultuuriväljakud [asutused] (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.38	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustatud tegevusega)
X92.39	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustamata tegevus)
X92.4	Tänav ja [maan]tee
X92.40	Tänav ja [maan]tee (sportlik tegevus)
X92.41	Tänav ja [maan]tee (puhke- ja vaba aja tegevus)
X92.42	Tänav ja [maan]tee (töötamine tasu eest, teenistus)
X92.43	Tänav ja [maan]tee (muu töö ja tegevus)
X92.44	Tänav ja [maan]tee (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.48	Tänav ja [maan]tee (muu täpsustatud tegevusega)
X92.49	Tänav ja [maan]tee (muu täpsustamata tegevus)
X92.5	Kaubanduse ja teeninduse piirkond
X92.50	Kaubanduse ja teeninduse piirkond (sportlik tegevus)
X92.51	Kaubanduse ja teeninduse piirkond (puhke- ja vaba aja tegevus)
X92.52	Kaubanduse ja teeninduse piirkond (töötamine tasu eest, teenistus)
X92.53	Kaubanduse ja teeninduse piirkond (muu töö ja tegevus)
X92.54	Kaubanduse ja teeninduse piirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.58	Kaubanduse ja teeninduse piirkond (muu täpsustatud tegevusega)
X92.59	Kaubanduse ja teeninduse piirkond (muu täpsustamata tegevus)
X92.6	Tööstus- ja ehituspiirkond
X92.60	Tööstus- ja ehituspiirkond (sportlik tegevus)
X92.61	Tööstus- ja ehituspiirkond (puhke- ja vaba aja tegevus)
X92.62	Tööstus- ja ehituspiirkond (töötamine tasu eest, teenistus)
X92.63	Tööstus- ja ehituspiirkond (muu töö ja tegevus)
X92.64	Tööstus- ja ehituspiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.68	Tööstus- ja ehituspiirkond (muu täpsustatud tegevusega)
X92.69	Tööstus- ja ehituspiirkond (muu täpsustamata tegevus)
X92.7	Talumajapidamine
X92.70	Talumajapidamine (sportlik tegevus)
X92.71	Talumajapidamine (puhke- ja vaba aja tegevus)
X92.72	Talumajapidamine (töötamine tasu eest, teenistus)
X92.73	Talumajapidamine (muu töö ja tegevus)
X92.74	Talumajapidamine (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.78	Talumajapidamine (muu täpsustatud tegevusega)
X92.79	Talumajapidamine (muu täpsustamata tegevus)
X92.8	Muud ja täpsustatud kohad
X92.80	Muud ja täpsustatud kohad (sportlik tegevus)
X92.81	Muud ja täpsustatud kohad (puhke- ja vaba aja tegevus)
X92.82	Muud ja täpsustatud kohad (töötamine tasu eest, teenistus)
X92.83	Muud ja täpsustatud kohad (muu töö ja tegevus)
X92.84	Muud ja täpsustatud kohad (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.88	Muud ja täpsustatud kohad (muu täpsustatud tegevusega)
X92.89	Muud ja täpsustatud kohad (muu täpsustamata tegevus)
X92.9	Täpsustamata paik
X92.90	Täpsustamata paik (sportlik tegevus)
X92.91	Täpsustamata paik (puhke- ja vaba aja tegevus)
X92.92	Täpsustamata paik (töötamine tasu eest, teenistus)
X92.93	Täpsustamata paik (muu töö ja tegevus)
X92.94	Täpsustamata paik (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X92.98	Täpsustamata paik (muu täpsustatud tegevusega)
X92.99	Täpsustamata paik (muu täpsustamata tegevus)
X93	Rünne käsirelvalasuga
X93.0	Kodu
X93.00	Kodu (sportlik tegevus)
X93.01	Kodu (puhke- ja vaba aja tegevus)
X93.02	Kodu (töötamine tasu eest, teenistus)
X93.03	Kodu (muu töö ja tegevus)
X93.04	Kodu (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.08	Kodu (muu täpsustatud tegevusega)
X93.09	Kodu (muu täpsustamata tegevus)
X93.1	Elamisasutus
X93.10	Elamisasutus (sportlik tegevus)
X93.11	Elamisasutus (puhke- ja vaba aja tegevus)
X93.12	Elamisasutus (töötamine tasu eest, teenistus)
X93.13	Elamisasutus (muu töö ja tegevus)
X93.14	Elamisasutus (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.18	Elamisasutus (muu täpsustatud tegevusega)
X93.19	Elamisasutus (muu täpsustamata tegevus)
X93.2	Kool, muu asutus ja avalik administratiivpiirkond
X93.20	Kool, muu asutus ja avalik administratiivpiirkond (sportlik tegevus)
X93.21	Kool, muu asutus ja avalik administratiivpiirkond (puhke- ja vaba aja tegevus)
X93.22	Kool, muu asutus ja avalik administratiivpiirkond (töötamine tasu eest, teenistus)
X93.23	Kool, muu asutus ja avalik administratiivpiirkond (muu töö ja tegevus)
X93.24	Kool, muu asutus ja avalik administratiivpiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.28	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustatud tegevusega)
X93.29	Kool, muu asutus ja avalik administratiivpiirkond (muu täpsustamata tegevus)
X93.3	Spordi- ja kehakultuuriväljakud [asutused]
X93.30	Spordi- ja kehakultuuriväljakud [asutused] (sportlik tegevus)
X93.31	Spordi- ja kehakultuuriväljakud [asutused] (puhke- ja vaba aja tegevus)
X93.32	Spordi- ja kehakultuuriväljakud [asutused] (töötamine tasu eest, teenistus)
X93.33	Spordi- ja kehakultuuriväljakud [asutused] (muu töö ja tegevus)
X93.34	Spordi- ja kehakultuuriväljakud [asutused] (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.38	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustatud tegevusega)
X93.39	Spordi- ja kehakultuuriväljakud [asutused] (muu täpsustamata tegevus)
X93.4	Tänav ja [maan]tee
X93.40	Tänav ja [maan]tee (sportlik tegevus)
X93.41	Tänav ja [maan]tee (puhke- ja vaba aja tegevus)
X93.42	Tänav ja [maan]tee (töötamine tasu eest, teenistus)
X93.43	Tänav ja [maan]tee (muu töö ja tegevus)
X93.44	Tänav ja [maan]tee (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.48	Tänav ja [maan]tee (muu täpsustatud tegevusega)
X93.49	Tänav ja [maan]tee (muu täpsustamata tegevus)
X93.5	Kaubanduse ja teeninduse piirkond
X93.50	Kaubanduse ja teeninduse piirkond (sportlik tegevus)
X93.51	Kaubanduse ja teeninduse piirkond (puhke- ja vaba aja tegevus)
X93.52	Kaubanduse ja teeninduse piirkond (töötamine tasu eest, teenistus)
X93.53	Kaubanduse ja teeninduse piirkond (muu töö ja tegevus)
X93.54	Kaubanduse ja teeninduse piirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.58	Kaubanduse ja teeninduse piirkond (muu täpsustatud tegevusega)
X93.59	Kaubanduse ja teeninduse piirkond (muu täpsustamata tegevus)
X93.6	Tööstus- ja ehituspiirkond
X93.60	Tööstus- ja ehituspiirkond (sportlik tegevus)
X93.61	Tööstus- ja ehituspiirkond (puhke- ja vaba aja tegevus)
X93.62	Tööstus- ja ehituspiirkond (töötamine tasu eest, teenistus)
X93.63	Tööstus- ja ehituspiirkond (muu töö ja tegevus)
X93.64	Tööstus- ja ehituspiirkond (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.68	Tööstus- ja ehituspiirkond (muu täpsustatud tegevusega)
X93.69	Tööstus- ja ehituspiirkond (muu täpsustamata tegevus)
X93.7	Talumajapidamine
X93.70	Talumajapidamine (sportlik tegevus)
X93.71	Talumajapidamine (puhke- ja vaba aja tegevus)
X93.72	Talumajapidamine (töötamine tasu eest, teenistus)
X93.73	Talumajapidamine (muu töö ja tegevus)
X93.74	Talumajapidamine (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.78	Talumajapidamine (muu täpsustatud tegevusega)
X93.79	Talumajapidamine (muu täpsustamata tegevus)
X93.8	Muud ja täpsustatud kohad
X93.80	Muud ja täpsustatud kohad (sportlik tegevus)
X93.81	Muud ja täpsustatud kohad (puhke- ja vaba aja tegevus)
X93.82	Muud ja täpsustatud kohad (töötamine tasu eest, teenistus)
X93.83	Muud ja täpsustatud kohad (muu töö ja tegevus)
X93.84	Muud ja täpsustatud kohad (tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms)
X93.88	Muud ja täpsustatud kohad (muu täpsustatud tegevusega)
X93.89	Muud ja täpsustatud kohad (muu täpsustamata tegevus)
X93.9	Täpsustamata paik
X93.90	Täpsustamata paik (sportlik tegevus)
X93.91	Täpsustamata paik (puhke- ja vaba aja tegevus)
X93.92	Täpsustamata paik (töötamine tasu eest, teenistus)
X93.93	Täpsustamata paik (muu töö ja tegevus)
